project_id,legacy_ocms_code,project_name,agency,state,date_of_approval,start_date,original_completion_date,revised_completion_date,original_cost,revised_cost,expenditure,physical_progress
618962,,4L of Budhni to Shahganj Bypass End Package-III of NH-146B from Km. 73.750 to Km. 102.000,National Highways Authority of India [NHAI],Madhya Pradesh,03/2024,08/2025,08/2027,05/2027,1102.97,770.21,36.75,12.44
618963,,Construction work of 4-laning of Shahganj bypass end to Badi Package-IV of NH-146B from design km 102.000 to design km 142.357 Design length 40.357 km,National Highways Authority of India [NHAI],Madhya Pradesh,02/2024,03/2025,03/2027,03/2027,784.14,836.64,284.02,40.22
618964,,4 Laning of Sandalpur to Nasrullaganj Pkg-1 section of NH-146B Length 43.2 Km.,National Highways Authority of India [NHAI],Madhya Pradesh,03/2025,01/2026,01/2028,01/2028,1425.98,1425.98,11.29,5.01
618966,,Six laning with both sides Service Road of Ayodhya Bypass from Design Km 0000 near Ashram Tiraha on NH-46 to Km 16439 end at Ratnagiri Tiraha on Nh-146,National Highways Authority of India [NHAI],Madhya Pradesh,02/2024,08/2025,08/2027,08/2027,1123.17,1103.22,53.31,15.01
619007,,Upgradation of Sarvardewla to Pal MP/MH Border Road section of NH-347 C from Design Chainge km 81.600 to 137.400 Total length 55.80 km to two lane with paved shoulder configuration along with One time improvement of 1 .95 km in the State of Madhya Pradesh on EPC mode.,MoRTH,Madhya Pradesh,03/2023,01/2026,01/2028,-,461.23,461.23,0,0
619100,,Dhangaon - Borgaon section km 81.000 to km 139.000 [Indore - Edlabad Pkg IV],National Highways Authority of India [NHAI],Madhya Pradesh,01/2020,08/2021,08/2023,05/2026,866,1185.04,590.91,99.8
619114,,Indore - Harda Pkg-II [Raghavgarh to Nanasa from km. 29.30 to km. 92.30],National Highways Authority of India [NHAI],Madhya Pradesh,01/2023,03/2024,03/2026,12/2026,1081.51,1146.63,345.65,40.25
617912,,Construction of 6 lane flyover from Khapari ROB to Mihan Interchange design chainage km 8760 to 11450 L- 2.69 km and upgradation of existing 4L PS road to 6LPS with service road by flexible pavement design chainage km 11450 to 14500 L- 3.05 [total project length 5.74 km] in section of Nagpur - Hyderabad NH-44 Old NH-7 in Nagpur district in the state of Maharashtra on HAM mode.,MoRTH,Maharashtra,03/2024,10/2025,10/2027,10/2027,619.55,619.55,0,6.05
617917,N24001883,"Construction of 4 Lane Flyover at Nagpur RTO Chowk To Nagpur University Campus from Ch 2/250 to 5/100 and 4 lane flyover at wadi/midc junction from km 8/360 to km, 10/300 on NH 53 in state of Maharashtra.",MoRTH,Maharashtra,03/2021,03/2022,03/2024,04/2025,478.83,490.52,0,95
617932,N24001882,Construction of New Four Lane Bypass to Parbhani City Parwa to Asola Km 463/265 to Km 481/180 Design Ch. 19220 to Ch. 34434 Length-15.214 Km section of NH-61 on EPC mode in the State of Maharashtra.,MoRTH,Maharashtra,03/2022,07/2023,10/2024,06/2026,496.64,496.64,0,67.58
617933,N24002174,Up-gradation to four lane/ Two lane with paved shoulders configuration of Kalyan - Murbad - Malshej Ghat - Nirmal Road NH- 61 km 15/200 to Km 38/00 and from Km. 58/00 to Km 84/00 Design length  48.58 km of NH-61 on EPC Mode in Thane District in the state of Maharashtra,MoRTH,Maharashtra,02/2023,03/2024,08/2026,08/2026,984.07,984.07,0,100
617934,N24001112,Nasratpur to Barasgaon section of NH-61 2L / 4L  PS from Km.514/00 to 558/200,MoRTH,Maharashtra,07/2017,09/2017,09/2019,06/2026,406.54,406.54,0,95.84
617938,,Rehabilitation And Upgradation to four lane with paved shoulder configuration from km 24350 to km 61875 Jawale - Borgaon Kale of NH-63 in the State of Maharashtra on EPC mode under Annual Plan 2024-25 Total length - 37.525 Km.,MoRTH,Maharashtra,12/2024,09/2025,03/2027,03/2027,574.18,574.18,0.06,10
617944,N24001132,Kashedi ghat tunnel NH-66 [Bhogaon Khurd - Kashedi section] 4 lanes under NHDP on EPC mode,MoRTH,Maharashtra,09/2018,10/2018,04/2021,04/2021,680.43,701.46,0,98.37
617945,,Balance work of NH-66 from design Km 84/00 to Km 87/100 Indapur Bypass and Km 91/600 to Km 99/100 Mangaon Bypass to four lane with paved shoulder in State of Maharashtra under NHO on EPC Mode.,MoRTH,Maharashtra,03/2025,10/2025,04/2027,04/2027,354.21,354.21,0,47.19
617946,N24000584,Kashedi to Parshuram Ghat section of NH-66 from Km 161/600 - Km 205/400 - 4L  PS,MoRTH,Maharashtra,03/2016,02/2018,02/2020,12/2025,1142.62,1142.62,0,97.5
617947,N24000585,Arawali Kante section of NH-17New NH-66 4L  PS from Km.241/300 to 281/300,MoRTH,Maharashtra,03/2016,11/2017,11/2019,03/2026,1006.99,1443.09,0,80.06
617948,N24001134,Kante - Wakad section of NH-66 4L  PS from Km.281/300 to 332/200,MoRTH,Maharashtra,03/2016,11/2017,11/2019,11/2025,1117.75,2020.56,287.96,90.14
617965,N24001904,Kopargaon to Savali Vihir section,MoRTH,Maharashtra,06/2022,01/2023,07/2024,06/2026,195.38,195.38,0,80
617978,,"Rehabilitation, upgradation & widening of existing highway to 2L/4LPS Rigid Pavement of NH 160 section- Phaltan to Mhaishal near Karnataka Border including Tasgaon Bypass, from existing chainage Km 301/430 to Km 458/415 in the State of Maharashtra- Package-II & Package III combined- starting from existing chainage Km 341/300 to Km 394/130 and design chainage Km 340/250 at Dahiwadi Village to Km 392/950 ending at Vita Village in the State of Maharashtra on EPC Mode.",MoRTH,Maharashtra,03/2024,05/2025,05/2027,05/2027,631.76,631.76,187.58,73.23
617979,,"Rehabilitation, upgradation & widening of existing highway to 2L/4LPS Rigid Pavement of NH 160 section- Phaltan to Mhaisal near Karnataka Border including Tasgaon Bypass, from existing chainage Km 301/430 to Km 458/415 in the State of Maharashtra. Package-I starting from existing chainage Km 301/430 at Phaltan Village Junction of Phaltan  Baramati Road Design Chainage -301/430km & ending at existing chainage Km 341/300  Dahiwadi Village Bus Stop Design chainage Km 340466km in the S",MoRTH,Maharashtra,03/2024,05/2025,05/2027,11/2026,533.76,533.76,0,55.21
618042,N24002170,"Rehabilitation/ Upgradation of existing Highway to four lane standards in Kurkheda town from km.413257 to km 410775, Two lane in Shankarpur Gurnuli km 42400 to km 43100 section and Reconstruction of Major Bridge at Ch. 448558 Bhuti Nallah and Ch. 411695 Sati River bridge, Minor Bridge at Ch. 411477 and Ch. 405800 Lendhari Bridge of NH 543 Bhamhapuri-wadsa-kurkheda-korchi-Deori-Amgaon road on EPC mode in the State of Maharashtra",MoRTH,Maharashtra,03/2022,11/2023,05/2025,03/2026,163.86,163.86,0,42.78
618046,N24001902,Rehabilitation & Up-gradation of Sabalkhed to Ashti Section from Km 37900 to Km 55100 & Chinchpur to Jamkhed Section from km 70000 to km 72922 of NH-561 to Two lane with Paved shoulder/ Four lane configuration in the State of Maharashtra on EPC Mode Length20.122km.,MoRTH,Maharashtra,03/2022,04/2023,09/2024,-,213.33,213.33,0,95.88
618047,,"Widening, Reconstruction & Up-gradation to 2 lane with Paved Shoulder/Four Lane configuration for the work of Ahmednagar to Sabalkhed & Ashti to Chinchpur Section of NH-561 from Design km 2915 to km 37728 & Design km 55100 to km 70000 in the State of Maharashtra on EPC mode. Length  49.713 km",MoRTH,Maharashtra,03/2024,05/2025,05/2027,05/2027,657.16,657.16,0,71.5
618049,,Up-gradation to 2/4 lane with paved shoulder configuration of NH-652 from Tuljapur Naldurg-Akkalkot road Chainage from Km. 00.000 to km 30.982 in the State of Maharashtra on EPC mode.,MoRTH,Maharashtra,03/2024,01/2025,07/2026,07/2026,183.41,183.41,64.87,95
618059,N24002175,Construction of four-lane Concrete Road from Police Headquarter Gondia City to Rawanwadi Village Birsi Airport Junction from design km 0.000 to km 15.781 existing km 39/720 of NH-753 to existing Km 8/400 of NH 543 on sections from Kohmara- Goregaon- Police HeadquarterKaranja - Collector Office Square - Balaghat T Point- Rawanwadi- Rajegaon of NH-753 and NH-543 in Gondia District in the state of Maharashtra. Total Length of the project 15.781 Km.,MoRTH,Maharashtra,02/2023,02/2024,08/2025,07/2026,328.11,328.11,0,34.15
618061,,"Strengthening, Widening & Up-gradation of newly declared NH-761 from NH- 61Junction-BelheAlkutiDevibhoyareNighojShirur, from Design chainage Km 0.000 to Km 37.970 from Single/Intermediate/2L to 2LPS in the State of Maharashtra on EPC Mode Length 37.970 Km",MoRTH,Maharashtra,03/2024,03/2025,09/2026,09/2026,386.16,386.16,30.86,53.2
618065,N24002169,"Rehabilitation/Upgradation of existing Highway to 2LPS/4 lane of Dhawali to Rajoli from Design Km.149476 to 163476 existing Km.150000 to 164000, Pandhasala to Mohadongri from design Km.170476 to 181476 existing Km.171000 to 182000, Ambeshivni Fata to Bodli from design Km.183476 to 185476 existing Km.184000 to 186000 and Made Tukum to Gadchiroli from design Km.188476 to 189476 existing Km.188000 to 18900 having length  28 km of NH-930 of Dhawali to Gadchroli road in the",MoRTH,Maharashtra,03/2022,03/2024,09/2025,08/2026,316.44,316.44,0,31.71
618088,,Nandurshingote to Kolhar,MoRTH,Maharashtra,09/2024,06/2025,12/2026,-,325.79,325.79,0.24,12.62
618089,N24001903,Rehabilitation & Up-gradation of Mudkhed to Nanded section from Km. 372000 to Km 388400 of NH 161A i.e. Nanded-Bhokar-Himayatnagar-Kinwat-Mahur-Arani Road Design chainage from Km 372000 Mudkhed to Km 387650 Nanded of NH 161A Length 15.65 Km to 2/4Lane with paved shoulders configuration in the State of Maharashtra on EPC mode.,MoRTH,Maharashtra,03/2022,04/2023,04/2025,06/2026,206.54,206.54,0,65.14
618090,N24001002,Sarsam - Kothari of NH-161A - 2L  PS from Km.33/00 to 90/00,MoRTH,Maharashtra,02/2017,06/2017,06/2019,11/2025,545.64,545.64,0,97.25
618094,N24001106,Pen to Khopoli 2LPS,MoRTH,Maharashtra,03/2018,06/2018,12/2019,12/2025,369.39,369.39,323.75,86.3
618096,,Rehabilitation and Up-gradation to 2 lane road with paved shoulders configuration for the balance work of 13 km length on Helwak-Patan-Karad section Km. 85000 to 133 417 of NH-166E in the state of Maharashtra on EPC mode.,MoRTH,Maharashtra,02/2024,10/2024,04/2026,04/2026,181.45,181.45,0,87
618097,N24001057,Guhagar - Rampur - 2L-PS - km 0/00 Guhagar to 26/230 Rampur and 40/00 Mirjoli to 53/600 Sati on NH-166E,MoRTH,Maharashtra,01/2017,06/2017,06/2019,08/2025,407.2,407.2,0,91.89
618098,N24001908,"Upgradation of exhisting 2 lane flexible pavement to 2 lane paved shoulders rigid pavement from design chainage Km 66.00 to Design Km 82.440 Start of Kolhapur Municipal corporation near Phulewadi to kale, design length 16.440 Km section on Talere Gaganbawada-Kolhapur road NH 166G in the state of Maharashtra on EPC mode",MoRTH,Maharashtra,03/2021,11/2022,05/2024,03/2026,167.97,167.97,0,93.75
618099,,"Rehabilitation & up-gradation for Talere  Gaganbawada - kolhapur Road NH 166G stretch start from km. 0/00 to Km. 06/00 and km. 13/00 to km 19/440 of NH-166G, length 12.440 km in the State of Maharashtra.",MoRTH,Maharashtra,03/2024,10/2024,04/2026,04/2026,164.13,164.13,98.68,100
618133,N24000983,Strengthening and Widening of road Sakoli- Wadsa-Armori-Gadchiroli-Ashti- Allapalli - Sironcha National highway NH 353C in Km 262/00 to 321/00 including 16 minor Bridges and 2 Major Bridge Total length 59 Km section from repanpalli to sironcha in Gadchiroli Dist in the State of Maharashtra.,MoRTH,Maharashtra,03/2021,06/2022,05/2024,05/2026,280.57,280.57,0,61.61
618134,,Rehabilitation /Upgradation from Lagam to Alapalli section Desing Km. 199/400 to km 227/400 Length  28.0 Km to 2 lane with Paved Shoulders/ 4 lane configuration section of NH-353 C Sakoli-Wadsa-Armori-Gadchiroli-Ashti-Alapalli Sironcha in Gadchiroli District on EPC mode in the state of Maharashtra.,MoRTH,Maharashtra,02/2023,09/2024,09/2026,09/2026,459.39,459.39,0,69.15
618136,N24001537,Upgradatiobn and Rehabilitation of Section of NH 361 F from Parli 00/000 to Gangakhed 30/400 to Two Lanes with paved shoulder / Four lane configurations on EPC mode in the State of Maharashtra.,MoRTH,Maharashtra,03/2021,02/2022,09/2023,03/2026,224.44,224.44,0,91
618137,,Rehabilitation and Up-gradation of Jarud - Sirsala section of NH-361F km 59500 to km11500 to Two lane with paved shoulder/ Four Lane in the state of Maharashtra on EPC mode Length  55.5 Km.,MoRTH,Maharashtra,03/2024,05/2025,05/2027,05/2027,540.35,540.35,95.57,43
618138,,"Widening, Reconstruction & Up-gradation to 2 lane with Paved Shoulder/Four Lane configuration for the work of Sautada to Shirapur Section of NH-561 from Design km 86300 to km 125589 in the state of Maharashtra on EPC mode. Design length  39.289 km",MoRTH,Maharashtra,03/2024,05/2025,11/2026,11/2026,349.57,349.57,0,37.4
618139,,Rehabilitation and Up-gradation of Gangakhed  Loha section of NH-361F from Km 169/00 to 210/00 to two lane with paved shoulder/ four lane configuration in the state of Maharashtra on EPC mode Length - 41.00 Km.,MoRTH,Maharashtra,03/2024,04/2025,09/2026,09/2026,355.12,355.12,0,43.46
618150,,Rehabilitation and Up-gradation of i. Deogaon phata to Digras phata Ch. 0/000 to 15/000 & Selu to Borgavhan Ch 20/900 to 35/800 [Length 29.9km] ii. Injegaon Dhamoni to Pohner Phata Ch.58/200 to Ch. 83/700 [Length25.5 km] and iii. Pohner phata to Pathri Design Ch. 42/700 to 58/200 [Length 15.5 km] sections of NH-548B to Two lane with paved shoulder configuartion in the state of Maharashtra on EPC mode Total project length  70.9 Km.,MoRTH,Maharashtra,03/2024,05/2025,05/2027,05/2027,761.83,761.83,0,15
618152,N24002132,Mhaswad to Tembhurni section of NH-548C - 2L  PS,MoRTH,Maharashtra,01/2017,08/2017,07/2019,12/2025,488.6,488.6,0,96.19
618153,N24000979,Satara to Mhaswad,MoRTH,Maharashtra,01/2017,08/2017,08/2019,07/2025,653.46,653.46,7.33,98.08
618154,N24001390,"Rehabilitation & upgradation of Jamkhed to Sautada Section of NH548 D from km 195.375 to km 208.774, Length  13.399 Km to 2L PS /4L configuration with rigid pavement in the state of Maharashtra on EPC mode.",MoRTH,Maharashtra,03/2022,01/2023,07/2024,06/2026,157.62,157.62,0,68.93
618155,,Development/Widening of Talegaon Chakan Shikrapur Nhavara Section of NH-548D from existing chainage km. 54/000 to 82/300 and Design chainage Km. 54/000 to 82/120 Shikrapur to Nhavara Section to 2LPS/4L Configuration on EPC Mode in the State of Maharashtra.,MoRTH,Maharashtra,03/2024,01/2025,07/2026,07/2026,396.17,396.17,85.57,63.2
618172,N24001122,Paithan - Shirur section 2LPS Km 0.0 to 55.00,MoRTH,Maharashtra,03/2017,06/2017,06/2019,05/2026,341.8,341.8,0,82
618173,N24001123,Shirur-Kharda section from 55937 km to 114486 km to 2LPS/4L,MoRTH,Maharashtra,02/2017,06/2017,06/2019,09/2025,381.77,381.77,0,83.93
618174,,Rehabilitation and Upgradation to two lane with paved shoulder configuration of NH- 752G from Sakri to Pimpalner Section Design Ch km 0000 to Ch km 21411 in the state of Maharashtra on EPC Mode. Length  21.411 km.,MoRTH,Maharashtra,03/2024,04/2025,10/2026,10/2026,226.58,226.58,0,60.7
618175,N24001884,Rehabilitation and Upgradation of Satana to Mangrul Chandwad Section of NH752 G Design Ch Km 64.000 to Ch Km 101.140 two lane with paved shoulder/four lane configuration in the state of Maharashtra on EPC mode.,MoRTH,Maharashtra,03/2022,05/2023,05/2025,06/2026,428.8,428.8,0,93.46
618176,,Rehabilitation and upgradation from ch km 50/200 to 56/800 and km 62/600 to 100/403 of Kolde to Visarwadi Near Junction with NH-6 section of NH 752G total length  44.40 to two-lane with paved shoulder / four lanes in the State of Maharashtra on EPC mode.,MoRTH,Maharashtra,03/2025,01/2026,01/2028,-,349.08,349.08,0,17
618177,N24001060,Pal Phata Phulambri - Khultabad 2LPS,MoRTH,Maharashtra,03/2018,06/2018,12/2019,12/2025,227.19,227.19,0,99.15
618178,,Widening and strengthening of Gangakhed to Kingaon section of NH-752K in Km 38/750 to 72/304   Flexible Pavement      Length33.554 km    to 2-lane configuration on EPC mode in the State of Maharashtra.,MoRTH,Maharashtra,02/2024,12/2024,06/2026,-,162.67,162.67,0,72
618179,,Rehabilitation and Upgradation of Shewali phata to Kalambhir section i.e. Km 0443 to Km 4500 & Nizampur to Chadwel section i.e. Km 13485 to Km 26265 Length16.317 Km excluding 2 Major Bridges with approaches Km 13735 to Km 14095 & Km 19660 to Km 20030 of NH 753B to 2LPS Configuration in the State of Maharashtra on EPC Mode.,MoRTH,Maharashtra,03/2024,08/2024,02/2026,02/2026,181.58,181.58,0,93.01
618180,N24001082,Pune raigarh District Border To Mangaon    Ch 69000 to 103775    NH-753F,MoRTH,Maharashtra,03/2018,06/2018,12/2019,06/2024,223.46,223.46,0,89.08
618181,N24002177,Rehabilitation / Upgradation to 4 Lane with Paved shoulder of Existing Section in Sillod Town with Design Ch. Km54500 to Km 60679 [Length6.179 km] section of NH 753F Aurangabad-Jalgaon road on EPC Mode in the State of Maharashtra,MoRTH,Maharashtra,03/2023,01/2024,07/2025,03/2025,153.79,153.79,0,98
618188,N24002173,Rehabilitation and Up-gradation to 2 lane with paved shoulder configuration of Mahud Sangola road NH 965 G 159400 to 161900and 162400 to 183960 Design Chainage from km. 32/300 to km. 34/800 and km. 35/800 to km. 56/860 Rigid Pavement on EPC mode in the State of Maharashtra.,MoRTH,Maharashtra,02/2023,11/2023,05/2025,06/2026,253.78,253.78,0,99.75
618198,N24001107,Balance work of Rehabilitation and Up-gradation to 2-lane road with paved shoulders configuration for NH- 965DD from Pacharal-Mandangad-Mhapral-Rajewadi Upto Junction of NH-66 Ch-22700 to 75100 Km and Ambadave connector Birth place of Dr. Babasaheb Ambedkar Ch-0000 to 7325 Km length Km 59.725 in the state of Maharashtra on EPC mode. Balance Work,MoRTH,Maharashtra,03/2018,01/2022,01/2024,06/2026,388.93,341.69,0,93
618199,N24002178,"Rehabilitation, Upgradation & Widening of existing Highway to Rigid Pavement 2 Lane with Paved Shoulder of NH 965DD from Lonand Shirval-Bhor Mandangad-Pchral Section ShindewadiPhata to Varandah Ghat Dist Border from Km 33/550 to 92/550 in the state of Maharashtra on EPC mode.",MoRTH,Maharashtra,02/2023,07/2024,07/2026,07/2026,723.13,723.13,0,44.67
618468,N24001504,Vadodara Mumbai Expressway Phase II - Pkg XI [Km. 77.000 to Km. 103.400] Ganjad - Talsari,National Highways Authority of India [NHAI],Maharashtra,06/2020,05/2022,05/2024,04/2026,1524.71,1913.95,813.35,99.76
618469,N24001506,Vadodara Mumbai Expressway Phase II - Pkg XIII [Km. 26.582 to Km. 50.700] Shirsad - Masvan,National Highways Authority of India [NHAI],Maharashtra,06/2020,02/2022,02/2024,07/2026,3536.9,4679.54,1792.81,90.86
